Status,Fulfilment,Sales Channel ,ship-service-level,Category,Size,Courier Status,Qty,Amount,ship-city,ship-state,ship-postal-code,promotion-ids,B2B,fulfilled-by,Year,Month,Day,DayOfWeek
3,1,0,1,4,8,0,1,771.0,1396,32,797112.0,1284,0,0,2022,5,15,6
2,0,0,0,7,7,0,1,368.0,5530,1,517503.0,3028,0,1,2022,4,25,0
2,0,0,0,7,10,0,1,375.0,1054,49,608602.0,3036,0,1,2022,4,28,3
2,0,0,0,7,9,0,1,399.0,4697,10,496001.0,3028,0,1,2022,4,26,1
2,0,0,0,7,10,0,1,368.0,5689,27,401305.0,3028,0,1,2022,5,5,3
0,0,0,0,7,8,2,1,471.0,1807,1,522259.0,3036,0,1,2022,4,21,3
2,0,0,0,7,5,0,1,364.0,3343,27,400083.0,3028,0,1,2022,4,2,5
2,0,0,0,7,0,0,1,353.0,441,22,560058.0,3028,0,1,2022,4,19,1
3,1,0,1,7,7,0,1,0.0,2942,54,700037.0,3020,0,0,2022,4,17,6
2,0,0,0,7,5,0,1,435.0,1325,21,814112.0,3028,0,1,2022,5,29,6
3,1,0,1,7,6,0,1,363.0,3763,13,110018.0,804,0,0,2022,4,28,3
8,1,0,1,2,5,0,1,899.0,541,22,560049.0,171,0,0,2022,5,13,4
2,0,0,0,4,7,0,1,499.0,1785,52,201310.0,3028,0,1,2022,4,1,4
2,0,0,0,6,6,0,1,625.0,3343,27,400005.0,3028,0,1,2022,5,30,0
2,0,0,0,4,7,0,1,795.0,2594,23,682011.0,3028,0,1,2022,4,3,6
2,0,0,0,4,6,0,1,1063.0,1817,18,122001.0,3028,0,1,2022,5,7,5
3,1,0,1,6,5,0,1,771.0,1919,4,781022.0,1273,0,0,2022,5,30,0
2,0,0,0,5,10,0,1,432.0,4511,27,411047.0,3036,0,1,2022,4,5,1
2,0,0,0,7,6,0,1,426.0,541,22,560100.0,3036,0,1,2022,4,2,5
3,1,0,1,7,5,0,1,399.0,5757,1,530013.0,1131,0,0,2022,5,9,0
2,0,0,0,5,10,0,1,487.0,3734,27,410206.0,3036,0,1,2022,5,5,3
3,1,0,1,7,8,0,1,399.0,778,22,560005.0,1274,0,0,2022,5,30,0
2,0,0,0,4,0,0,1,885.0,2380,27,421204.0,3028,0,1,2022,4,1,4
2,0,0,0,7,10,0,1,399.0,2626,23,691003.0,3028,0,1,2022,4,9,5
2,0,0,0,4,10,0,1,999.0,3770,13,110075.0,3036,0,1,2022,5,31,1
2,0,0,0,7,7,0,1,435.0,1020,49,600012.0,3028,0,1,2022,4,8,4
0,1,0,1,4,8,1,0,634.29,3815,52,201301.0,3036,0,0,2022,5,19,3
2,0,0,0,7,0,0,1,399.0,3763,13,110095.0,3036,0,1,2022,4,11,0
2,0,0,0,7,5,0,1,499.0,4082,27,401404.0,3028,0,1,2022,4,8,4
2,0,0,0,7,5,0,1,382.0,2019,50,500070.0,3026,0,1,2022,5,5,3
2,0,0,0,7,7,0,1,449.0,3763,13,110075.0,3028,0,1,2022,5,10,1
2,0,0,0,7,0,0,1,452.0,541,22,560094.0,3028,0,1,2022,4,2,5
2,0,0,0,2,5,0,1,837.0,541,22,560098.0,3036,0,1,2022,5,17,1
3,1,0,1,4,10,0,1,696.0,3264,52,250001.0,198,0,0,2022,5,23,0
2,0,0,0,4,6,0,1,788.0,3815,52,201301.0,3028,0,1,2022,4,9,5
2,0,0,0,4,6,0,1,801.0,4624,26,457001.0,3028,0,1,2022,4,9,5
3,1,0,1,7,5,0,1,524.0,3763,13,110078.0,1677,0,0,2022,5,6,4
2,0,0,0,7,10,0,1,517.0,541,22,560075.0,3036,0,1,2022,5,29,6
2,0,0,0,4,0,0,1,597.0,4787,22,573134.0,3028,0,1,2022,5,4,2
2,0,0,0,6,9,0,1,1099.0,1190,49,600061.0,3036,0,1,2022,4,8,4
2,0,0,0,7,8,0,1,471.0,1052,43,312604.0,3036,0,1,2022,4,21,3
3,1,0,1,7,5,0,1,301.0,2618,54,700027.0,1274,0,0,2022,5,28,5
2,0,0,0,7,10,0,1,486.0,3343,27,400064.0,3028,0,1,2022,5,3,1
3,1,0,1,4,7,0,1,696.0,5689,27,401201.0,223,0,0,2022,5,21,5
2,0,0,0,4,8,0,1,774.0,441,22,560077.0,3036,0,1,2022,5,29,6
2,0,0,0,5,7,0,1,499.0,4103,15,403004.0,3028,0,1,2022,4,2,5
0,0,0,0,7,8,2,1,471.0,3308,52,244001.0,3036,0,1,2022,5,8,6
2,0,0,0,4,7,0,1,589.0,5836,50,501101.0,3028,0,1,2022,4,3,6
2,0,0,0,7,0,0,1,362.0,1605,52,206001.0,3036,0,1,2022,4,14,3
0,1,0,1,7,9,1,0,448.57,2019,50,502032.0,3036,0,0,2022,5,18,2
3,1,0,1,6,10,0,1,725.0,3343,27,400092.0,2972,0,0,2022,4,10,6
8,1,0,1,0,10,0,1,869.0,5052,17,395007.0,2763,0,0,2022,4,3,6
3,1,0,1,4,6,0,1,881.0,5507,28,795138.0,2298,0,0,2022,4,14,3
3,1,0,1,6,7,0,1,771.0,2344,1,533003.0,445,0,0,2022,5,24,1
2,0,0,0,7,0,0,1,481.0,35,17,382481.0,3036,0,1,2022,4,4,0
2,0,0,0,4,0,0,1,715.0,2262,47,737121.0,3028,0,1,2022,4,6,2
0,1,0,1,7,6,1,0,336.19,1807,1,522659.0,3036,0,0,2022,4,11,0
2,0,0,0,4,6,0,1,1112.0,4555,10,492013.0,3028,0,1,2022,4,18,0
2,0,0,0,6,0,0,1,885.0,2942,54,700156.0,3028,0,1,2022,5,10,1
2,0,0,0,4,6,0,1,1164.0,4667,18,124001.0,3028,0,1,2022,5,5,3
2,0,0,0,7,5,0,1,487.0,5367,50,506163.0,3028,0,1,2022,5,3,1
2,0,0,0,4,7,0,1,587.0,541,22,560002.0,3036,0,1,2022,5,10,1
2,0,0,0,7,6,0,1,399.0,3820,52,201301.0,3036,0,1,2022,5,5,3
2,0,0,0,5,10,0,1,499.0,1817,18,122101.0,3028,0,1,2022,4,1,4
2,0,0,0,4,6,0,1,1115.0,1366,50,505425.0,3028,0,1,2022,4,20,2
2,0,0,0,7,8,0,1,777.0,2639,22,583231.0,3036,0,1,2022,5,30,0
2,0,0,0,7,10,0,1,399.0,5989,49,641011.0,3036,0,1,2022,5,4,2
2,0,0,0,4,10,0,1,605.0,541,22,560067.0,3036,0,1,2022,5,10,1
2,0,0,0,5,6,0,1,493.0,248,30,796014.0,3028,0,1,2022,5,11,2
2,0,0,0,7,10,0,1,399.0,541,22,560079.0,3036,0,1,2022,5,4,2
2,0,0,0,4,8,0,1,819.0,5736,1,520010.0,3028,0,1,2022,5,15,6
3,1,0,1,4,9,0,1,967.0,2710,22,576201.0,1700,0,0,2022,5,25,2
2,0,0,0,7,7,0,1,382.0,1020,49,600042.0,3028,0,1,2022,5,7,5
3,1,0,1,4,9,0,1,1075.0,5565,22,576105.0,1723,0,0,2022,5,8,6
2,0,0,0,4,5,0,1,888.0,3063,52,226025.0,3036,0,1,2022,5,27,4
0,1,0,1,7,5,1,0,300.95,2618,54,700101.0,3036,0,0,2022,4,21,3
2,0,0,0,4,5,0,1,429.0,2019,50,500032.0,3036,0,1,2022,5,30,0
0,0,0,0,7,10,2,1,487.0,1020,49,600044.0,3036,0,1,2022,5,11,2
8,1,0,1,6,0,0,1,744.0,4174,7,801503.0,2739,0,0,2022,4,16,5
2,0,0,0,7,5,0,1,442.0,3758,1,524004.0,3036,0,1,2022,4,9,5
2,0,0,0,4,6,0,1,833.0,2019,50,501301.0,3036,0,1,2022,4,17,6
2,0,0,0,5,8,0,1,484.0,1867,52,201001.0,3036,0,1,2022,4,6,2
2,0,0,0,4,2,0,1,909.0,3575,27,400053.0,3036,0,1,2022,5,4,2
3,1,0,1,7,6,0,1,0.0,3815,52,201301.0,13,0,0,2022,5,15,6
3,1,0,1,6,7,0,1,443.0,1020,49,600014.0,672,0,0,2022,5,18,2
2,0,0,0,4,0,0,1,446.0,2081,50,500035.0,3036,0,1,2022,4,1,4
2,0,0,0,7,8,0,1,399.0,1827,4,781020.0,3028,0,1,2022,4,5,1
2,0,0,0,7,0,0,1,521.0,411,35,767001.0,3028,0,1,2022,4,25,0
2,0,0,0,7,9,0,1,248.0,2081,50,500053.0,3028,0,1,2022,4,4,0
0,0,0,0,1,9,2,1,284.0,4030,39,140901.0,3036,0,1,2022,4,2,5
0,0,0,0,4,7,2,1,845.0,1020,49,600012.0,3036,0,1,2022,4,1,4
2,0,0,0,6,7,0,1,699.0,5654,17,390008.0,3036,0,1,2022,5,8,6
2,0,0,0,7,6,0,1,435.0,2103,49,637502.0,3036,0,1,2022,4,19,1
2,0,0,0,7,8,0,1,459.0,541,22,560024.0,3028,0,1,2022,4,29,4
0,0,0,0,7,8,2,1,524.0,1019,23,689123.0,3036,0,1,2022,5,26,3
2,0,0,0,7,7,0,1,517.0,4315,27,411030.0,3036,0,1,2022,4,9,5
0,0,0,0,6,10,2,1,899.0,5654,17,390021.0,3036,0,1,2022,5,17,1
2,0,0,0,7,8,0,1,517.0,2380,27,421204.0,3036,0,1,2022,4,9,5
2,0,0,0,4,5,0,1,1147.0,4298,1,522019.0,3036,0,1,2022,4,2,5
2,0,0,0,4,7,0,1,571.0,32,27,414501.0,3028,0,1,2022,4,16,5
2,0,0,0,4,5,0,1,597.0,2019,50,500046.0,3028,0,1,2022,5,3,1
2,0,0,0,4,6,0,1,657.0,5052,17,395008.0,3028,0,1,2022,4,22,4
2,0,0,0,7,0,0,2,798.0,3264,52,250001.0,3028,0,1,2022,4,14,3
3,1,0,1,7,6,0,1,487.0,1350,10,493773.0,219,0,0,2022,5,14,5
2,0,0,0,4,10,0,1,899.0,3493,43,305623.0,3036,0,1,2022,5,15,6
2,0,0,0,4,8,0,1,824.0,3404,22,570026.0,3028,0,1,2022,4,19,1
2,0,0,0,4,8,0,1,499.0,4624,26,457001.0,3028,0,1,2022,4,10,6
2,0,0,0,7,6,0,1,435.0,1829,26,474020.0,3028,0,1,2022,5,29,6
2,0,0,0,7,7,0,1,406.0,2011,22,580031.0,3036,0,1,2022,5,6,4
2,0,0,0,7,7,0,1,435.0,1601,49,638011.0,3028,0,1,2022,4,10,6
2,0,0,0,7,10,0,1,633.0,2942,54,700056.0,3028,0,1,2022,5,6,4
2,0,0,0,6,6,0,1,885.0,541,22,560094.0,3036,0,1,2022,5,30,0
2,0,0,0,7,0,0,1,487.0,6193,23,680751.0,3036,0,1,2022,5,13,4
2,0,0,0,7,6,0,1,399.0,4963,27,422103.0,3036,0,1,2022,5,29,6
3,1,0,1,7,8,0,1,1149.0,5325,27,400607.0,634,0,0,2022,5,25,2
2,0,0,0,7,9,0,1,435.0,4793,49,636001.0,3036,0,1,2022,4,8,4
3,1,0,1,0,4,0,1,383.0,2019,50,500084.0,779,0,0,2022,4,22,4
2,0,0,0,5,6,0,1,563.0,35,17,382443.0,3028,0,1,2022,4,12,1
0,0,0,0,4,6,2,1,654.0,1020,49,600110.0,3036,0,1,2022,4,10,6
3,1,0,1,7,3,0,1,527.0,4315,27,411021.0,2657,0,0,2022,4,4,0
2,0,0,0,7,5,0,1,487.0,2209,20,180002.0,3027,0,1,2022,4,7,3
2,0,0,0,4,5,0,1,916.0,4808,43,343041.0,3028,0,1,2022,4,11,0
2,0,0,0,4,6,0,1,824.0,4538,52,229001.0,3028,0,1,2022,4,23,5
2,0,0,0,7,5,0,1,432.0,541,22,560029.0,3036,0,1,2022,5,26,3
2,0,0,0,4,0,0,1,968.0,4174,7,800006.0,3028,0,1,2022,4,20,2
2,0,0,0,5,9,0,1,339.0,1964,21,825301.0,3028,0,1,2022,4,22,4
2,0,0,0,6,6,0,1,825.0,3271,54,722183.0,3036,0,1,2022,5,26,3
3,1,0,1,5,6,0,2,1036.0,6172,54,734010.0,2739,0,0,2022,4,19,1
3,1,0,1,4,6,0,1,1186.0,1817,18,122004.0,244,0,0,2022,5,28,5
2,0,0,0,4,7,0,1,1593.0,5937,17,380061.0,3036,1,1,2022,4,29,4
2,0,0,0,4,10,0,1,1186.0,1590,1,534001.0,3028,0,1,2022,5,18,2
2,0,0,0,4,10,0,1,529.0,5757,1,530016.0,3028,0,1,2022,5,8,6
2,0,0,0,4,9,0,1,999.0,35,17,380006.0,3036,0,1,2022,5,14,5
3,1,0,1,4,6,0,1,654.0,3763,13,110092.0,840,0,0,2022,4,25,0
3,1,0,1,4,9,0,1,449.0,1829,26,474020.0,2596,0,0,2022,4,10,6
3,1,0,1,7,7,0,1,459.0,1391,4,786001.0,840,0,0,2022,4,24,6
3,1,0,1,4,0,0,1,751.0,2440,52,208001.0,891,0,0,2022,4,28,3
2,0,0,0,7,5,0,1,449.0,541,22,560105.0,3028,0,1,2022,4,1,4
2,0,0,0,7,5,0,1,549.0,4828,15,403709.0,3028,0,1,2022,4,9,5
2,0,0,0,4,7,0,1,655.0,2019,50,500096.0,3028,0,1,2022,5,4,2
2,0,0,0,7,6,0,1,399.0,1817,18,122011.0,3028,0,1,2022,5,3,1
8,1,0,1,4,6,0,1,788.0,1084,23,680604.0,2324,0,0,2022,4,6,2
3,1,0,1,4,6,0,1,1338.0,1316,53,248001.0,1891,0,0,2022,4,28,3
2,0,0,0,7,3,0,1,528.0,1020,49,600087.0,3028,0,1,2022,4,1,4
2,0,0,0,6,7,0,1,771.0,2352,23,682021.0,3028,0,1,2022,5,27,4
0,0,0,0,4,10,2,1,939.0,4289,0,744101.0,3036,0,1,2022,4,9,5
0,0,0,0,4,8,2,1,1349.0,3763,13,110075.0,3036,0,1,2022,5,13,4
3,1,0,1,7,7,0,1,459.0,2019,50,500092.0,2021,0,0,2022,4,25,0
2,0,0,0,4,9,0,1,881.0,2348,22,585101.0,3028,0,1,2022,4,10,6
3,1,0,1,6,0,0,1,885.0,3734,27,410206.0,1278,0,0,2022,5,27,4
2,0,0,0,4,6,0,1,736.0,632,35,751024.0,3028,0,1,2022,5,15,6
2,0,0,0,6,8,0,1,744.0,3202,22,575006.0,3028,0,1,2022,4,25,0
2,0,0,0,7,10,0,1,771.0,2744,1,516214.0,3028,0,1,2022,5,15,6
2,0,0,0,4,10,0,1,626.0,1020,49,600040.0,3028,0,1,2022,5,4,2
0,1,0,1,6,9,1,0,734.29,3320,22,586212.0,3036,0,0,2022,5,16,0
3,1,0,1,6,7,0,1,413.0,3920,17,396590.0,2464,0,0,2022,4,8,4
2,0,0,0,7,9,0,1,518.0,4315,27,411041.0,3036,0,1,2022,5,3,1
2,0,0,0,4,6,0,1,634.0,5736,1,520001.0,3036,0,1,2022,5,5,3
2,0,0,0,6,0,0,1,744.0,2847,23,690573.0,3028,0,1,2022,4,30,5
2,0,0,0,7,10,0,1,345.0,3785,54,700135.0,3028,0,1,2022,5,19,3
2,0,0,0,7,6,0,1,357.0,5695,27,401202.0,3036,0,1,2022,4,8,4
3,1,0,1,4,6,0,1,737.0,1144,15,403717.0,2320,0,0,2022,4,15,4
2,0,0,0,0,7,0,1,545.0,3228,15,403507.0,3028,0,1,2022,4,10,6
0,0,0,0,5,10,2,1,297.0,632,35,751003.0,3036,0,1,2022,4,6,2
3,1,0,1,6,10,0,1,771.0,3343,27,400011.0,216,0,0,2022,5,10,1
2,0,0,0,2,9,0,1,721.0,1020,49,600018.0,3036,1,1,2022,4,23,5
3,1,0,1,4,10,0,1,1092.0,69,52,202001.0,856,0,0,2022,4,30,5
2,0,0,0,7,10,0,1,499.0,778,22,560004.0,3036,0,1,2022,5,14,5
3,1,0,1,7,5,0,1,363.0,6029,50,500092.0,1832,0,0,2022,4,21,3
2,0,0,0,7,7,0,1,399.0,2019,50,500007.0,3036,0,1,2022,4,11,0
3,1,0,1,4,9,0,1,551.0,541,22,560010.0,2585,0,0,2022,4,16,5
2,0,0,0,5,5,0,1,599.0,1655,18,121001.0,3028,0,1,2022,5,11,2
2,0,0,0,7,8,0,1,301.0,1190,49,600078.0,3028,0,1,2022,5,12,3
3,1,0,1,7,8,0,1,579.0,3852,4,782427.0,818,0,0,2022,4,25,0
2,0,0,0,7,8,0,1,347.0,3343,27,400076.0,3036,0,1,2022,4,4,0
2,0,0,0,4,5,0,1,1115.0,1119,49,641014.0,3028,0,1,2022,5,6,4
8,1,0,1,4,8,0,1,0.0,5317,27,400615.0,21,0,0,2022,4,29,4
2,0,0,0,7,7,0,1,399.0,5374,23,680003.0,3028,0,1,2022,4,9,5
3,1,0,1,7,5,0,1,382.0,4071,23,678594.0,1315,0,0,2022,5,22,6
2,0,0,0,6,8,0,1,441.0,3763,13,110045.0,3036,0,1,2022,4,10,6
0,0,0,0,7,0,2,1,471.0,5654,17,390010.0,3036,0,1,2022,4,23,5
2,0,0,0,4,7,0,1,613.0,3763,13,110025.0,3028,0,1,2022,5,6,4
2,0,0,0,4,5,0,1,696.0,5216,1,532001.0,3028,0,1,2022,4,29,4
3,1,0,1,7,8,0,1,0.0,3763,13,110003.0,10,0,0,2022,5,8,6
2,0,0,0,1,6,0,1,360.0,778,22,560061.0,3036,0,1,2022,4,16,5
2,0,0,0,7,10,0,1,499.0,3063,52,226021.0,3028,0,1,2022,4,21,3
0,0,0,0,7,5,2,1,376.0,2618,54,700058.0,3036,0,1,2022,4,17,6
2,0,0,0,4,7,0,1,888.0,3343,27,400052.0,3036,0,1,2022,5,20,4
2,0,0,0,7,10,0,1,399.0,1020,49,600064.0,3028,0,1,2022,4,28,3
2,0,0,0,6,8,0,1,885.0,1119,49,641022.0,3028,0,1,2022,4,12,1
2,0,0,0,7,10,0,1,399.0,850,22,560084.0,3036,0,1,2022,4,29,4
2,0,0,0,4,6,0,1,837.0,1444,54,713204.0,3028,0,1,2022,5,8,6
3,1,0,1,7,3,0,1,452.0,5317,27,401105.0,2332,0,0,2022,4,2,5
2,0,0,0,7,10,0,1,376.0,5039,49,641402.0,3036,0,1,2022,4,29,4
2,0,0,0,4,8,0,1,1338.0,541,22,560102.0,3028,0,1,2022,4,26,1
3,1,0,1,6,9,0,1,725.0,2440,52,208001.0,848,0,0,2022,4,24,6
2,0,0,0,7,9,0,1,432.0,5778,17,390023.0,3028,0,1,2022,4,23,5
3,1,0,1,4,10,0,1,1201.0,2212,21,831009.0,2336,0,0,2022,4,1,4
2,0,0,0,5,6,0,1,574.0,541,22,560022.0,3036,0,1,2022,4,20,2
2,0,0,0,7,8,0,1,486.0,2019,50,502032.0,3036,0,1,2022,5,6,4
3,1,0,1,7,10,0,1,736.0,3343,27,400062.0,203,0,0,2022,5,19,3
2,0,0,0,4,6,0,1,648.0,3815,52,201304.0,3036,0,1,2022,5,13,4
2,0,0,0,4,7,0,1,927.0,3063,52,226010.0,3028,0,1,2022,4,4,0
2,0,0,0,7,8,0,1,499.0,4315,27,411038.0,3036,0,1,2022,4,24,6
2,0,0,0,4,5,0,1,631.0,723,27,441108.0,3028,0,1,2022,5,29,6
3,1,0,1,7,5,0,1,521.0,5680,52,221002.0,828,0,0,2022,4,22,4
2,0,0,0,7,10,0,1,544.0,541,22,560100.0,3036,0,1,2022,5,25,2
2,0,0,0,4,0,0,1,654.0,3734,27,400706.0,3036,0,1,2022,4,16,5
8,1,0,1,7,0,0,1,435.0,541,22,560070.0,1239,0,0,2022,5,10,1
2,0,0,0,7,5,0,1,709.0,3063,52,226030.0,3028,0,1,2022,5,28,5
2,0,0,0,7,8,0,1,359.0,3480,23,678598.0,3026,0,1,2022,5,12,3
3,1,0,1,7,0,0,1,487.0,632,35,752101.0,1931,0,0,2022,4,26,1
2,0,0,0,7,7,0,1,435.0,2177,43,302012.0,3028,0,1,2022,5,8,6
3,1,0,1,7,8,0,1,376.0,1020,49,600093.0,1868,0,0,2022,4,20,2
3,1,0,1,4,5,0,1,852.0,2597,49,624101.0,2324,0,0,2022,4,5,1
2,0,0,0,6,10,0,1,771.0,2942,54,700135.0,3028,0,1,2022,5,21,5
2,0,0,0,5,10,0,1,0.0,3763,13,110021.0,3036,0,1,2022,4,25,0
2,0,0,0,0,4,0,1,377.0,850,22,560067.0,3036,0,1,2022,5,19,3
2,0,0,0,7,6,0,1,348.0,2440,52,208022.0,3036,0,1,2022,5,3,1
0,1,0,1,7,10,1,0,463.81,2440,52,208008.0,3036,0,0,2022,4,25,0
3,1,0,1,6,9,0,1,771.0,1598,23,686672.0,244,0,0,2022,5,31,1
2,0,0,0,4,10,0,1,1063.0,1020,49,600100.0,3036,0,1,2022,5,19,3
3,1,0,1,4,10,0,1,1149.0,2618,54,700078.0,1484,0,0,2022,5,12,3
2,0,0,0,7,7,0,1,329.0,4683,1,530045.0,3028,0,1,2022,4,16,5
0,0,0,0,4,7,2,1,563.0,2019,50,500018.0,3036,0,1,2022,4,23,5
2,0,0,0,5,6,0,1,484.0,541,22,560087.0,3036,0,1,2022,4,3,6
3,1,0,1,6,10,0,1,625.0,4315,27,411046.0,2860,0,0,2022,4,17,6
0,1,0,1,7,10,1,0,358.1,2019,50,500090.0,3036,0,0,2022,4,9,5
3,1,0,1,6,7,0,1,771.0,3121,49,625010.0,301,0,0,2022,5,17,1
3,1,0,1,4,8,0,1,537.0,3763,13,110078.0,1274,0,0,2022,5,28,5
0,1,0,1,4,10,1,0,872.38,1867,52,201014.0,3036,0,0,2022,5,5,3
3,1,0,1,4,7,0,1,660.0,3343,27,400059.0,1889,0,0,2022,4,27,2
3,1,0,1,6,10,0,1,566.0,3343,27,400094.0,2218,0,0,2022,4,10,6
2,0,0,0,5,8,0,1,665.0,2618,54,700082.0,3036,0,1,2022,4,28,3
2,0,0,0,7,8,0,1,382.0,3815,52,201309.0,3028,0,1,2022,5,23,0
2,0,0,1,4,7,0,1,0.0,712,54,700137.0,3036,0,1,2022,4,12,1
2,0,0,0,7,10,0,1,517.0,2019,50,500015.0,3036,0,1,2022,4,10,6
2,0,0,0,7,5,0,1,449.0,3343,27,400060.0,3036,0,1,2022,5,5,3
0,1,0,1,7,8,1,0,427.62,1169,22,577215.0,3036,0,0,2022,5,18,2
2,0,0,0,7,10,0,1,318.0,4576,17,393145.0,3028,0,1,2022,5,25,2
2,0,0,0,7,6,0,1,435.0,5711,49,632014.0,3036,0,1,2022,4,24,6
2,0,0,0,4,7,0,1,648.0,1740,52,201014.0,3036,0,1,2022,4,4,0
2,0,0,0,5,10,0,1,545.0,1774,52,273004.0,3028,0,1,2022,5,23,0
2,0,0,0,4,5,0,1,788.0,2155,26,452016.0,3028,0,1,2022,4,7,3
3,1,0,1,4,8,0,1,474.0,5654,17,390007.0,192,0,0,2022,5,8,6
3,1,0,1,4,6,0,1,759.0,4242,52,245304.0,411,0,0,2022,5,9,0
8,1,0,1,7,6,0,1,699.0,4315,27,411038.0,1318,0,0,2022,5,13,4
3,1,0,1,7,10,0,1,369.0,3763,13,110096.0,343,0,0,2022,5,16,0
3,1,0,1,7,8,0,1,459.0,5359,49,620013.0,2320,0,0,2022,4,15,4
2,0,0,0,4,10,0,1,1065.0,694,21,827013.0,3028,0,1,2022,4,19,1
2,0,0,0,4,6,0,1,655.0,3763,13,110058.0,3028,0,1,2022,5,4,2
2,0,0,0,6,7,0,1,899.0,2019,50,500074.0,3028,0,1,2022,5,30,0
2,0,0,0,7,5,0,1,435.0,541,22,560102.0,3036,0,1,2022,5,6,4
2,0,0,0,4,5,0,1,1099.0,3184,19,175024.0,3028,0,1,2022,4,10,6
2,0,0,0,5,6,0,1,563.0,3575,27,400067.0,3036,0,1,2022,5,8,6
2,0,0,0,5,10,0,1,574.0,2380,27,421306.0,3028,0,1,2022,5,12,3
2,0,0,0,4,8,0,1,899.0,3343,27,400092.0,3028,0,1,2022,5,24,1
2,0,0,0,4,7,0,1,655.0,3063,52,226011.0,3028,0,1,2022,5,4,2
2,0,0,0,4,10,0,1,788.0,4315,27,411041.0,3028,0,1,2022,5,13,4
2,0,0,0,7,8,0,1,376.0,541,22,560068.0,3028,0,1,2022,4,9,5
3,1,0,1,5,6,0,1,512.0,3785,54,700136.0,1222,0,0,2022,5,5,3
2,0,0,0,4,9,0,1,696.0,4635,1,516269.0,3036,0,1,2022,5,31,1
2,0,0,0,7,10,0,1,471.0,3377,23,685565.0,3036,0,1,2022,5,27,4
0,0,0,0,4,7,2,1,597.0,3617,17,387350.0,3036,0,1,2022,5,5,3
2,0,0,0,4,7,0,1,696.0,3763,13,110088.0,3036,0,1,2022,4,21,3
2,0,0,0,5,5,0,1,432.0,27,51,799003.0,3028,0,1,2022,4,7,3
0,0,0,0,4,10,2,1,699.0,44,43,305001.0,3036,0,1,2022,4,3,6
3,1,0,1,6,0,0,1,699.0,3734,27,410210.0,195,0,0,2022,5,5,3
2,0,0,0,7,8,0,1,475.0,2019,50,500015.0,3028,0,1,2022,5,17,1
2,0,0,0,4,8,0,1,759.0,2019,50,500100.0,3036,0,1,2022,4,15,4
2,0,0,0,4,7,0,1,1099.0,4315,27,411045.0,3028,0,1,2022,4,7,3
3,1,0,1,5,10,0,1,387.0,3763,13,110092.0,1286,0,0,2022,5,15,6
2,0,0,0,4,9,0,1,589.0,1822,4,781037.0,3028,0,1,2022,4,7,3
2,0,0,0,7,10,0,1,771.0,3343,27,400068.0,3036,0,1,2022,5,26,3
2,0,0,0,5,8,0,1,786.0,1306,22,577004.0,3028,0,1,2022,4,2,5
0,1,0,1,6,9,1,0,856.19,3995,23,690525.0,3036,0,0,2022,4,8,4
2,0,0,0,6,10,0,1,825.0,3763,13,110092.0,3028,0,1,2022,5,5,3
2,0,0,0,7,10,0,1,599.0,604,35,766001.0,3028,0,1,2022,4,23,5
0,1,0,1,6,8,1,0,700.0,2019,50,500018.0,3036,0,0,2022,5,6,4
3,1,0,1,7,3,0,1,452.0,1020,49,600044.0,2962,0,0,2022,4,1,4
2,0,0,0,7,9,0,1,399.0,4315,27,411045.0,3028,0,1,2022,4,10,6
0,0,0,0,7,9,2,1,368.0,3763,13,110084.0,3036,0,1,2022,4,24,6
2,0,0,0,7,9,0,1,458.0,3202,22,575004.0,3036,0,1,2022,5,7,5
8,1,0,1,4,6,0,1,537.0,35,17,380001.0,1265,0,0,2022,5,19,3
3,1,0,1,7,6,0,1,709.0,628,26,462023.0,216,0,0,2022,5,11,2
2,0,0,0,4,7,0,1,523.0,4103,15,403001.0,3036,0,1,2022,4,8,4
2,0,0,0,7,7,0,1,484.0,1435,51,799130.0,3028,0,1,2022,5,3,1
3,1,0,1,7,5,0,1,487.0,4315,27,411060.0,436,0,0,2022,5,11,2
3,1,0,1,4,6,0,1,435.0,2019,50,500020.0,1285,0,0,2022,5,16,0
2,0,0,0,7,7,0,1,376.0,5514,23,680581.0,3028,0,1,2022,4,14,3
2,0,0,0,4,8,0,1,1140.0,374,27,421503.0,3028,0,1,2022,4,29,4
2,0,0,0,7,9,0,1,399.0,3063,52,226010.0,3036,0,1,2022,4,9,5
3,1,0,1,7,8,0,1,295.0,1812,39,143521.0,2172,0,0,2022,4,14,3
2,0,0,0,7,10,0,1,518.0,4071,23,678001.0,3028,0,1,2022,4,22,4
2,0,0,0,6,7,0,1,0.0,4315,27,411047.0,3036,0,1,2022,5,22,6
3,1,0,1,6,7,0,1,899.0,541,22,560078.0,2951,0,0,2022,4,19,1
2,0,0,0,4,10,0,1,1063.0,541,22,560043.0,3028,0,1,2022,5,23,0
3,1,0,1,6,9,0,1,771.0,2618,54,700046.0,1539,0,0,2022,5,10,1
2,0,0,0,5,0,0,1,574.0,441,22,560098.0,3028,0,1,2022,4,28,3
3,1,0,1,7,10,0,1,426.0,4248,27,411027.0,2534,0,0,2022,4,4,0
2,0,0,0,4,9,0,1,916.0,2319,4,785001.0,3028,0,1,2022,4,29,4
2,0,0,0,7,2,0,1,718.0,541,22,560037.0,3028,0,1,2022,5,6,4
2,0,0,0,4,6,0,1,1115.0,5843,13,110059.0,3036,0,1,2022,4,26,1
