SKU,Category,Style,Size,Total_Quantity_Sold,Total_Sales,Average_Price,Total_Orders,Initial_Stock,Current_Stock,Reorder_Level,Inventory_Status
SET242-KR-PP-XS,Set,SET242,XS,3,1720.0,573.3333333333334,3,171,168,50,In Stock
SET242-KR-PP-XXL,Set,SET242,XXL,1,561.0,561.0,1,420,419,50,In Stock
SET243-KR-PP-L,Set,SET243,L,4,2136.0,534.0,4,385,381,50,In Stock
SET243-KR-PP-M,Set,SET243,M,2,2593.71,518.742,5,185,183,50,In Stock
SET243-KR-PP-S,Set,SET243,S,1,534.0,534.0,1,405,404,50,In Stock
SET243-KR-PP-XL,Set,SET243,XL,4,2136.0,534.0,4,264,260,50,In Stock
SET243-KR-PP-XS,Set,SET243,XS,2,1068.0,534.0,2,355,353,50,In Stock
SET243-KR-PP-XXL,Set,SET243,XXL,2,1068.0,534.0,2,431,429,50,In Stock
SET243-KR-PP-XXXL,Set,SET243,3XL,5,2640.0,528.0,5,341,336,50,In Stock
SET244-KR-NP-L,Set,SET244,L,2,1572.0,786.0,2,393,391,50,In Stock
SET244-KR-NP-M,Set,SET244,M,6,4716.0,786.0,6,213,207,50,In Stock
SET244-KR-NP-S,Set,SET244,S,2,1572.0,786.0,2,289,287,50,In Stock
SET244-KR-NP-XL,Set,SET244,XL,2,1572.0,786.0,2,421,419,50,In Stock
SET244-KR-NP-XS,Set,SET244,XS,1,773.0,773.0,1,192,191,50,In Stock
SET244-KR-NP-XXL,Set,SET244,XXL,1,799.0,799.0,1,216,215,50,In Stock
SET244-KR-NP-XXXL,Set,SET244,3XL,5,3917.0,783.4,5,148,143,50,In Stock
SET245-KR-NP-L,Set,SET245,L,1,849.0,849.0,1,170,169,50,In Stock
SET245-KR-NP-M,Set,SET245,M,3,2847.0,949.0,3,219,216,50,In Stock
SET245-KR-NP-S,Set,SET245,S,5,4545.0,909.0,5,464,459,50,In Stock
SET245-KR-NP-XL,Set,SET245,XL,2,1998.0,999.0,2,372,370,50,In Stock
SET245-KR-NP-XS,Set,SET245,XS,2,1698.0,849.0,2,263,261,50,In Stock
SET245-KR-NP-XXL,Set,SET245,XXL,1,849.0,849.0,1,357,356,50,In Stock
SET246-KR-PP-L,Set,SET246,L,2,910.0,455.0,2,499,497,50,In Stock
SET246-KR-PP-M,Set,SET246,M,6,2677.0,446.1666666666667,6,383,377,50,In Stock
SET246-KR-PP-S,Set,SET246,S,6,3949.87,438.8744444444444,9,310,304,50,In Stock
SET246-KR-PP-XL,Set,SET246,XL,7,3499.29,437.41125,8,449,442,50,In Stock
SET246-KR-PP-XS,Set,SET246,XS,1,455.0,455.0,1,128,127,50,In Stock
SET246-KR-PP-XXL,Set,SET246,XXL,8,3540.0,442.5,8,149,141,50,In Stock
SET246-KR-PP-XXXL,Set,SET246,3XL,6,3574.62,446.8275,8,359,353,50,In Stock
SET247-KR-SHA-L,Set,SET247,L,3,2812.9,703.225,4,380,377,50,In Stock
SET247-KR-SHA-M,Set,SET247,M,23,15952.0,693.5652173913044,23,423,400,50,In Stock
SET247-KR-SHA-S,Set,SET247,S,13,8025.0,617.3076923076923,13,159,146,50,In Stock
SET247-KR-SHA-XL,Set,SET247,XL,10,7168.0,716.8,10,408,398,50,In Stock
SET247-KR-SHA-XS,Set,SET247,XS,15,11444.9,715.30625,16,261,246,50,In Stock
SET248-KR-NP-L,Set,SET248,L,5,3060.0,612.0,5,195,190,50,In Stock
SET248-KR-NP-M,Set,SET248,M,2,1224.0,612.0,2,332,330,50,In Stock
SET248-KR-NP-XL,Set,SET248,XL,4,3006.86,601.3720000000001,5,379,375,50,In Stock
SET248-KR-NP-XS,Set,SET248,XS,3,1812.0,604.0,3,493,490,50,In Stock
SET248-KR-NP-XXL,Set,SET248,XXL,1,612.0,612.0,1,306,305,50,In Stock
SET248-KR-NP-XXXL,Set,SET248,3XL,7,4866.86,608.3575,8,308,301,50,In Stock
SET249-KR-NP-L,Set,SET249,L,9,8122.34,738.3945454545454,11,429,420,50,In Stock
SET249-KR-NP-M,Set,SET249,M,8,6087.62,676.4022222222222,9,275,267,50,In Stock
SET249-KR-NP-S,Set,SET249,S,5,3395.0,679.0,5,455,450,50,In Stock
SET249-KR-NP-XL,Set,SET249,XL,8,5425.0,904.1666666666666,6,408,400,50,In Stock
SET249-KR-NP-XS,Set,SET249,XS,2,1360.0,680.0,2,334,332,50,In Stock
SET249-KR-NP-XXL,Set,SET249,XXL,6,5328.34,592.0377777777778,9,467,461,50,In Stock
SET249-KR-NP-XXXL,Set,SET249,3XL,5,3538.0,707.6,5,179,174,50,In Stock
SET250-KR-SHA-L,Set,SET250,L,4,2764.0,691.0,4,140,136,50,In Stock
SET250-KR-SHA-M,Set,SET250,M,6,4717.86,673.9799999999999,7,374,368,50,In Stock
SET250-KR-SHA-S,Set,SET250,S,14,9500.0,678.5714285714286,14,171,157,50,In Stock
SET250-KR-SHA-XL,Set,SET250,XL,3,3330.24,666.048,5,197,194,50,In Stock
SET250-KR-SHA-XS,Set,SET250,XS,2,2007.62,669.2066666666666,3,493,491,50,In Stock
SET250-KR-SHA-XXL,Set,SET250,XXL,3,2682.86,670.715,4,236,233,50,In Stock
SET250-KR-SHA-XXXL,Set,SET250,3XL,2,1458.0,729.0,2,471,469,50,In Stock
SET251-KR-PP-L,Set,SET251,L,1,689.0,689.0,1,417,416,50,In Stock
SET251-KR-PP-M,Set,SET251,M,34,25596.0,752.8235294117648,34,356,322,50,In Stock
SET251-KR-PP-S,Set,SET251,S,6,4484.0,747.3333333333334,6,170,164,50,In Stock
SET251-KR-PP-XL,Set,SET251,XL,3,2254.0,751.3333333333334,3,423,420,50,In Stock
SET251-KR-PP-XS,Set,SET251,XS,12,9108.0,759.0,12,168,156,50,In Stock
SET251-KR-PP-XXXL,Set,SET251,3XL,2,1518.0,759.0,2,411,409,50,In Stock
SET252-KR-PP-L,Set,SET252,L,9,7468.24,746.824,10,282,273,50,In Stock
SET252-KR-PP-M,Set,SET252,M,25,19668.86,756.4946153846154,26,335,310,50,In Stock
SET252-KR-PP-S,Set,SET252,S,14,11290.86,752.724,15,197,183,50,In Stock
SET252-KR-PP-XL,Set,SET252,XL,6,5276.86,753.8371428571428,7,204,198,50,In Stock
SET252-KR-PP-XS,Set,SET252,XS,15,11356.0,757.0666666666667,15,308,293,50,In Stock
SET252-KR-PP-XXL,Set,SET252,XXL,3,2277.0,759.0,3,477,474,50,In Stock
SET252-KR-PP-XXXL,Set,SET252,3XL,6,5247.86,749.6942857142857,7,259,253,50,In Stock
SET253-KR-NP-L,Set,SET253,L,5,4386.9,731.15,6,280,275,50,In Stock
SET253-KR-NP-M,Set,SET253,M,2,1487.0,743.5,2,144,142,50,In Stock
SET253-KR-NP-S,Set,SET253,S,4,3649.9,729.98,5,105,101,50,In Stock
SET253-KR-NP-XL,Set,SET253,XL,2,2175.9,725.3000000000001,3,109,107,50,In Stock
SET253-KR-NP-XS,Set,SET253,XS,2,1474.0,737.0,2,416,414,50,In Stock
SET253-KR-NP-XXL,Set,SET253,XXL,2,737.0,368.5,2,279,277,50,In Stock
SET253-KR-NP-XXXL,Set,SET253,3XL,6,4420.0,736.6666666666666,6,158,152,50,In Stock
SET254-KR-NP-L,Set,SET254,L,1,886.0,886.0,1,432,431,50,In Stock
SET254-KR-NP-M,Set,SET254,M,9,8765.07,876.507,10,324,315,50,In Stock
SET254-KR-NP-S,Set,SET254,S,4,3544.0,886.0,4,264,260,50,In Stock
SET254-KR-NP-XL,Set,SET254,XL,1,886.0,886.0,1,294,293,50,In Stock
SET254-KR-NP-XS,Set,SET254,XS,8,7095.0,886.875,8,122,114,50,In Stock
SET254-KR-NP-XXL,Set,SET254,XXL,10,8833.0,883.3,10,139,129,50,In Stock
SET254-KR-NP-XXXL,Set,SET254,3XL,3,2726.0,908.6666666666666,3,441,438,50,In Stock
SET257-KR-PP-L,Set,SET257,L,2,1676.95,558.9833333333333,3,383,381,50,In Stock
SET257-KR-PP-M,Set,SET257,M,14,7362.0,525.8571428571429,14,159,145,50,In Stock
SET257-KR-PP-S,Set,SET257,S,26,15301.95,566.7388888888889,27,300,274,50,In Stock
SET257-KR-PP-XL,Set,SET257,XL,5,3844.71,549.2442857142858,7,435,430,50,In Stock
SET257-KR-PP-XS,Set,SET257,XS,42,23719.71,539.0843181818182,44,190,148,50,In Stock
SET257-KR-PP-XXL,Set,SET257,XXL,4,2221.0,555.25,4,360,356,50,In Stock
SET257-KR-PP-XXXL,Set,SET257,3XL,7,3854.0,550.5714285714286,7,368,361,50,In Stock
SET258-KR-PP-L,Set,SET258,L,9,7913.0,879.2222222222222,9,158,149,50,In Stock
SET258-KR-PP-M,Set,SET258,M,9,7913.0,879.2222222222222,9,155,146,50,In Stock
SET258-KR-PP-S,Set,SET258,S,6,6125.05,875.0071428571429,7,140,134,50,In Stock
SET258-KR-PP-XL,Set,SET258,XL,12,10564.0,880.3333333333334,12,382,370,50,In Stock
SET258-KR-PP-XS,Set,SET258,XS,8,7048.0,881.0,8,394,386,50,In Stock
SET258-KR-PP-XXL,Set,SET258,XXL,8,7879.04,875.4488888888889,9,331,323,50,In Stock
SET258-KR-PP-XXXL,Set,SET258,3XL,3,2627.0,875.6666666666666,3,159,156,50,In Stock
SET260-KR-PP-S,Set,SET260,S,6,3374.0,562.3333333333334,6,499,493,50,In Stock
SET261-KR-PP-S,Set,SET261,S,17,7689.0,480.5625,16,385,368,50,In Stock
SET262-KR-NP-L,Set,SET262,L,2,1190.0,595.0,2,487,485,50,In Stock
SET262-KR-NP-M,Set,SET262,M,2,1266.0,633.0,2,380,378,50,In Stock
SET262-KR-NP-XL,Set,SET262,XL,2,1190.0,595.0,2,230,228,50,In Stock
SET262-KR-NP-XXL,Set,SET262,XXL,1,633.0,633.0,1,255,254,50,In Stock
SET263-KR-NP-XS,Set,SET263,XS,2,1356.0,678.0,2,492,490,50,In Stock
SET264-KR-NP-L,Set,SET264,L,43,37216.28,809.0495652173913,46,480,437,50,In Stock
SET264-KR-NP-M,Set,SET264,M,102,80111.76,777.7840776699029,103,302,200,50,In Stock
SET264-KR-NP-S,Set,SET264,S,11,9064.0,824.0,11,436,425,50,In Stock
SET264-KR-NP-XL,Set,SET264,XL,113,90039.0,796.8053097345132,113,148,35,50,Low Stock
SET264-KR-NP-XS,Set,SET264,XS,8,7281.76,809.0844444444444,9,340,332,50,In Stock
SET264-KR-NP-XXL,Set,SET264,XXL,50,39901.0,798.02,50,322,272,50,In Stock
SET264-KR-NP-XXXL,Set,SET264,3XL,23,17304.0,786.5454545454545,22,281,258,50,In Stock
SET265-KR-NP-L,Set,SET265,L,47,40324.0,857.9574468085107,47,235,188,50,In Stock
SET265-KR-NP-M,Set,SET265,M,38,34054.38,851.3594999999999,40,346,308,50,In Stock
SET265-KR-NP-S,Set,SET265,S,26,21102.0,811.6153846153846,26,184,158,50,In Stock
SET265-KR-NP-XL,Set,SET265,XL,25,22694.71,872.8734615384615,26,439,414,50,In Stock
SET265-KR-NP-XS,Set,SET265,XS,19,20150.37,915.925909090909,22,370,351,50,In Stock
SET265-KR-NP-XXL,Set,SET265,XXL,20,17422.0,871.1,20,327,307,50,In Stock
SET265-KR-NP-XXXL,Set,SET265,3XL,26,23634.71,875.3596296296296,27,478,452,50,In Stock
SET266-KR-NP-L,Set,SET266,L,4,3641.9,728.38,5,326,322,50,In Stock
SET266-KR-NP-M,Set,SET266,M,11,9375.9,781.3249999999999,12,320,309,50,In Stock
SET266-KR-NP-XL,Set,SET266,XL,2,1474.0,737.0,2,141,139,50,In Stock
SET266-KR-NP-XS,Set,SET266,XS,2,1589.0,794.5,2,334,332,50,In Stock
SET266-KR-NP-XXL,Set,SET266,XXL,1,737.0,737.0,1,338,337,50,In Stock
SET266-KR-NP-XXXL,Set,SET266,3XL,5,4030.0,806.0,5,368,363,50,In Stock
SET267-KR-NP-L,Set,SET267,L,3,4212.05,842.4100000000001,5,342,339,50,In Stock
SET267-KR-NP-M,Set,SET267,M,4,3386.0,846.5,4,322,318,50,In Stock
SET267-KR-NP-S,Set,SET267,S,4,3414.0,853.5,4,434,430,50,In Stock
SET267-KR-NP-XL,Set,SET267,XL,10,8515.0,851.5,10,340,330,50,In Stock
SET267-KR-NP-XS,Set,SET267,XS,4,3408.0,852.0,4,473,469,50,In Stock
SET267-KR-NP-XXL,Set,SET267,XXL,14,12047.0,860.5,14,212,198,50,In Stock
SET267-KR-NP-XXXL,Set,SET267,3XL,4,3408.0,852.0,4,445,441,50,In Stock
SET268-KR-NP-L,Set,SET268,L,334,248472.0,746.1621621621622,333,398,64,50,In Stock
SET268-KR-NP-M,Set,SET268,M,142,106840.96,721.8983783783784,148,169,27,50,Low Stock
SET268-KR-NP-S,Set,SET268,S,319,242602.48,762.9008805031447,318,120,0,50,Low Stock
SET268-KR-NP-XL,Set,SET268,XL,336,255728.48,758.8382195845697,337,487,151,50,In Stock
SET268-KR-NP-XS,Set,SET268,XS,162,119688.0,777.1948051948052,154,370,208,50,In Stock
SET268-KR-NP-XXL,Set,SET268,XXL,173,128487.24,734.2128,175,154,0,50,Low Stock
SET268-KR-NP-XXXL,Set,SET268,3XL,127,93548.0,736.5984251968504,127,139,12,50,Low Stock
SET269-KR-NP-L,Set,SET269,L,75,63456.95,803.2525316455695,79,264,189,50,In Stock
SET269-KR-NP-M,Set,SET269,M,68,55478.52,792.5502857142857,70,492,424,50,In Stock
SET269-KR-NP-S,Set,SET269,S,50,38453.0,784.7551020408164,49,166,116,50,In Stock
SET269-KR-NP-XL,Set,SET269,XL,67,57104.23,827.5975362318841,69,398,331,50,In Stock
SET269-KR-NP-XS,Set,SET269,XS,35,27826.0,795.0285714285715,35,263,228,50,In Stock
SET269-KR-NP-XXL,Set,SET269,XXL,25,21895.71,810.9522222222222,27,332,307,50,In Stock
SET269-KR-NP-XXXL,Set,SET269,3XL,28,22173.0,791.8928571428571,28,324,296,50,In Stock
SET270-KR-PP-L,Set,SET270,L,6,3378.0,563.0,6,210,204,50,In Stock
SET270-KR-PP-S,Set,SET270,S,5,4462.85,557.85625,8,207,202,50,In Stock
SET270-KR-PP-XL,Set,SET270,XL,4,2267.0,566.75,4,350,346,50,In Stock
SET270-KR-PP-XXL,Set,SET270,XXL,10,5670.0,567.0,10,148,138,50,In Stock
SET271-KR-NP-M,Set,SET271,M,1,885.0,885.0,1,102,101,50,In Stock
SET271-KR-NP-S,Set,SET271,S,4,3580.0,895.0,4,353,349,50,In Stock
SET271-KR-NP-XS,Set,SET271,XS,4,3560.0,890.0,4,490,486,50,In Stock
SET271-KR-NP-XXL,Set,SET271,XXL,10,9919.05,901.7318181818181,11,352,342,50,In Stock
SET271-KR-NP-XXXL,Set,SET271,3XL,1,885.0,885.0,1,254,253,50,In Stock
SET272-KR-PP-L,Set,SET272,L,4,3408.0,852.0,4,247,243,50,In Stock
SET272-KR-PP-M,Set,SET272,M,2,1704.0,852.0,2,356,354,50,In Stock
SET272-KR-PP-S,Set,SET272,S,6,5923.43,846.2042857142858,7,207,201,50,In Stock
SET272-KR-PP-XL,Set,SET272,XL,7,5964.0,852.0,7,449,442,50,In Stock
SET272-KR-PP-XXL,Set,SET272,XXL,15,12769.0,851.2666666666667,15,297,282,50,In Stock
SET273-KR-NP-L,Set,SET273,L,5,2448.0,489.6,5,164,159,50,In Stock
SET273-KR-NP-M,Set,SET273,M,71,44573.58,610.5969863013698,73,202,131,50,In Stock
SET273-KR-NP-S,Set,SET273,S,112,67185.0,599.8660714285714,112,327,215,50,In Stock
SET273-KR-NP-XL,Set,SET273,XL,9,5493.0,610.3333333333334,9,281,272,50,In Stock
SET273-KR-NP-XS,Set,SET273,XS,35,21375.86,593.7738888888889,36,284,249,50,In Stock
SET273-KR-NP-XXL,Set,SET273,XXL,9,5508.0,612.0,9,262,253,50,In Stock
SET273-KR-NP-XXXL,Set,SET273,3XL,4,2448.0,612.0,4,110,106,50,In Stock
SET274-KR-PP-L,Set,SET274,L,1,676.0,676.0,1,292,291,50,In Stock
SET274-KR-PP-M,Set,SET274,M,2,1364.0,682.0,2,126,124,50,In Stock
SET274-KR-PP-S,Set,SET274,S,2,1422.0,711.0,2,477,475,50,In Stock
SET274-KR-PP-XS,Set,SET274,XS,1,711.0,711.0,1,378,377,50,In Stock
SET274-KR-PP-XXXL,Set,SET274,3XL,1,682.0,682.0,1,338,337,50,In Stock
SET275-KR-NP-L,Set,SET275,L,2,1289.0,644.5,2,403,401,50,In Stock
SET275-KR-NP-S,Set,SET275,S,5,3208.0,641.6,5,488,483,50,In Stock
SET275-KR-NP-XL,Set,SET275,XL,6,3950.0,658.3333333333334,6,361,355,50,In Stock
SET275-KR-NP-XS,Set,SET275,XS,3,2471.0,617.75,4,299,296,50,In Stock
SET275-KR-NP-XXL,Set,SET275,XXL,2,1260.0,630.0,2,497,495,50,In Stock
SET275-KR-NP-XXXL,Set,SET275,3XL,7,3838.0,548.2857142857143,7,314,307,50,In Stock
SET276-KR-PP-L,Set,SET276,L,3,3640.0,1213.3333333333333,3,276,273,50,In Stock
SET276-KR-PP-M,Set,SET276,M,4,4952.0,1238.0,4,172,168,50,In Stock
SET276-KR-PP-S,Set,SET276,S,3,3714.0,1238.0,3,319,316,50,In Stock
SET276-KR-PP-XL,Set,SET276,XL,2,2476.0,1238.0,2,144,142,50,In Stock
SET276-KR-PP-XS,Set,SET276,XS,4,4878.0,1219.5,4,149,145,50,In Stock
SET276-KR-PP-XXL,Set,SET276,XXL,4,4952.0,1238.0,4,363,359,50,In Stock
SET276-KR-PP-XXXL,Set,SET276,3XL,1,1238.0,1238.0,1,260,259,50,In Stock
SET277-KR-NP-L,Set,SET277,L,18,24019.0,1334.388888888889,18,115,97,50,In Stock
SET277-KR-NP-M,Set,SET277,M,17,22606.0,1329.764705882353,17,473,456,50,In Stock
SET277-KR-NP-S,Set,SET277,S,9,11978.0,1330.888888888889,9,189,180,50,In Stock
SET277-KR-NP-XL,Set,SET277,XL,12,14599.0,1216.5833333333333,12,413,401,50,In Stock
SET277-KR-NP-XS,Set,SET277,XS,5,6690.0,1338.0,5,138,133,50,In Stock
SET277-KR-NP-XXL,Set,SET277,XXL,11,13396.0,1217.8181818181818,11,500,489,50,In Stock
SET277-KR-NP-XXXL,Set,SET277,3XL,12,15938.0,1328.1666666666667,12,430,418,50,In Stock
SET278-KR-NP-L,Set,SET278,L,57,84441.64,1431.2142372881356,59,462,405,50,In Stock
SET278-KR-NP-M,Set,SET278,M,111,162826.14,1440.9392920353985,113,104,0,50,Low Stock
SET278-KR-NP-S,Set,SET278,S,64,97573.6,1414.1101449275363,69,438,374,50,In Stock
SET278-KR-NP-XL,Set,SET278,XL,50,75826.82,1430.6947169811322,53,417,367,50,In Stock
SET278-KR-NP-XS,Set,SET278,XS,40,60129.57,1466.5748780487804,41,281,241,50,In Stock
SET278-KR-NP-XXL,Set,SET278,XXL,28,44655.64,1488.5213333333334,30,216,188,50,In Stock
SET278-KR-NP-XXXL,Set,SET278,3XL,27,41307.57,1475.2703571428572,28,448,421,50,In Stock
SET279-LC-L,Set,SET279,L,7,8702.66,870.266,10,465,458,50,In Stock
SET279-LC-M,Set,SET279,M,18,15909.0,883.8333333333334,18,357,339,50,In Stock
SET279-LC-S,Set,SET279,S,19,17387.42,827.9723809523808,21,350,331,50,In Stock
SET279-LC-XL,Set,SET279,XL,7,6216.0,888.0,7,129,122,50,In Stock
SET279-LC-XS,Set,SET279,XS,7,7812.13,781.213,10,490,483,50,In Stock
SET279-LC-XXL,Set,SET279,XXL,6,5275.0,879.1666666666666,6,460,454,50,In Stock
SET279-LC-XXXL,Set,SET279,3XL,6,6162.71,880.3871428571429,7,183,177,50,In Stock
SET280-KR-PP-L,Set,SET280,L,2,2403.24,801.0799999999999,3,215,213,50,In Stock
SET280-KR-PP-M,Set,SET280,M,9,7185.0,798.3333333333334,9,338,329,50,In Stock
SET280-KR-PP-S,Set,SET280,S,38,30134.0,793.0,38,460,422,50,In Stock
SET280-KR-PP-XL,Set,SET280,XL,2,1628.0,814.0,2,342,340,50,In Stock
SET280-KR-PP-XS,Set,SET280,XS,16,12618.0,788.625,16,427,411,50,In Stock
SET280-KR-PP-XXL,Set,SET280,XXL,22,17512.0,796.0,22,359,337,50,In Stock
SET280-KR-PP-XXXL,Set,SET280,3XL,2,1628.0,814.0,2,319,317,50,In Stock
SET281-KR-PP-L,Set,SET281,L,13,6962.24,497.30285714285714,14,421,408,50,In Stock
SET281-KR-PP-M,Set,SET281,M,8,6368.2,489.86153846153843,13,390,382,50,In Stock
SET281-KR-PP-S,Set,SET281,S,5,2970.24,495.03999999999996,6,496,491,50,In Stock
SET281-KR-PP-XL,Set,SET281,XL,15,8910.72,495.03999999999996,18,457,442,50,In Stock
SET281-KR-PP-XXL,Set,SET281,XXL,12,5489.0,457.4166666666667,12,461,449,50,In Stock
SET282-KR-PP-L,Set,SET282,L,26,30578.5,1092.0892857142858,28,441,415,50,In Stock
SET282-KR-PP-M,Set,SET282,M,43,45367.0,1055.046511627907,43,326,283,50,In Stock
SET282-KR-PP-S,Set,SET282,S,17,17518.0,1030.4705882352941,17,454,437,50,In Stock
SET282-KR-PP-XL,Set,SET282,XL,24,24985.32,999.4128,25,301,277,50,In Stock
SET282-KR-PP-XS,Set,SET282,XS,10,10660.0,1066.0,10,312,302,50,In Stock
SET282-KR-PP-XXL,Set,SET282,XXL,34,36877.5,1024.375,36,241,207,50,In Stock
SET282-KR-PP-XXXL,Set,SET282,3XL,25,25436.0,1017.44,25,122,97,50,In Stock
SET285-KR-SHA-L,Set,SET285,L,16,8440.24,496.48470588235296,17,384,368,50,In Stock
SET285-KR-SHA-M,Set,SET285,M,14,5980.0,427.14285714285717,14,273,259,50,In Stock
SET285-KR-SHA-S,Set,SET285,S,14,8403.72,494.3364705882353,17,346,332,50,In Stock
SET285-KR-SHA-XL,Set,SET285,XL,4,2467.24,493.448,5,129,125,50,In Stock
SET285-KR-SHA-XS,Set,SET285,XS,10,4975.0,497.5,10,477,467,50,In Stock
SET285-KR-SHA-XXL,Set,SET285,XXL,8,3977.0,497.125,8,270,262,50,In Stock
SET285-KR-SHA-XXXL,Set,SET285,3XL,5,2480.0,496.0,5,177,172,50,In Stock
SET286-KR-NP-L,Set,SET286,L,17,11344.380000000001,597.0726315789474,19,497,480,50,In Stock
SET286-KR-NP-M,Set,SET286,M,16,11432.380000000001,635.1322222222223,18,151,135,50,In Stock
SET286-KR-NP-S,Set,SET286,S,17,10295.0,643.4375,16,341,324,50,In Stock
SET286-KR-NP-XL,Set,SET286,XL,18,12190.29,641.5942105263158,19,266,248,50,In Stock
SET286-KR-NP-XS,Set,SET286,XS,16,10296.0,643.5,16,262,246,50,In Stock
SET286-KR-NP-XXL,Set,SET286,XXL,7,4414.0,630.5714285714286,7,318,311,50,In Stock
SET286-KR-NP-XXXL,Set,SET286,3XL,16,10280.0,642.5,16,432,416,50,In Stock
SET287-KR-NP-L,Set,SET287,L,13,8534.0,656.4615384615385,13,370,357,50,In Stock
SET287-KR-NP-M,Set,SET287,M,16,10930.58,607.2544444444444,18,333,317,50,In Stock
SET287-KR-NP-S,Set,SET287,S,8,5248.0,656.0,8,447,439,50,In Stock
SET287-KR-NP-XL,Set,SET287,XL,6,3748.0,624.6666666666666,6,143,137,50,In Stock
SET287-KR-NP-XS,Set,SET287,XS,6,3708.0,618.0,6,325,319,50,In Stock
SET287-KR-NP-XXL,Set,SET287,XXL,9,5750.0,638.8888888888889,9,372,363,50,In Stock
SET287-KR-NP-XXXL,Set,SET287,3XL,9,5830.0,647.7777777777778,9,324,315,50,In Stock
SET288-KR-NP-L,Set,SET288,L,10,7493.43,681.2209090909091,11,306,296,50,In Stock
SET288-KR-NP-M,Set,SET288,M,23,17732.19,682.0073076923077,26,298,275,50,In Stock
SET288-KR-NP-S,Set,SET288,S,10,6868.0,686.8,10,469,459,50,In Stock
SET288-KR-NP-XL,Set,SET288,XL,22,15627.81,651.1587499999999,24,390,368,50,In Stock
SET288-KR-NP-XS,Set,SET288,XS,15,10279.0,685.2666666666667,15,417,402,50,In Stock
SET288-KR-NP-XXL,Set,SET288,XXL,16,11563.86,642.4366666666667,18,353,337,50,In Stock
SET288-KR-NP-XXXL,Set,SET288,3XL,19,15558.65,676.4630434782608,23,458,439,50,In Stock
SET289-KR-NP-L,Set,SET289,L,1,666.0,666.0,1,226,225,50,In Stock
SET289-KR-NP-M,Set,SET289,M,5,3096.0,619.2,5,357,352,50,In Stock
SET289-KR-NP-XL,Set,SET289,XL,7,4428.0,632.5714285714286,7,432,425,50,In Stock
SET289-KR-NP-XS,Set,SET289,XS,2,1215.0,607.5,2,422,420,50,In Stock
SET289-KR-NP-XXXL,Set,SET289,3XL,6,3762.0,627.0,6,118,112,50,In Stock
SET290-KR-DPT-L,Set,SET290,L,21,16016.29,728.0131818181818,22,381,360,50,In Stock
SET290-KR-DPT-M,Set,SET290,M,26,20987.29,777.307037037037,27,344,318,50,In Stock
SET290-KR-DPT-S,Set,SET290,S,11,9266.29,772.1908333333334,12,180,169,50,In Stock
SET290-KR-DPT-XL,Set,SET290,XL,17,13392.48,744.0266666666666,18,125,108,50,In Stock
SET290-KR-DPT-XS,Set,SET290,XS,15,11219.0,747.9333333333333,15,133,118,50,In Stock
SET290-KR-DPT-XXL,Set,SET290,XXL,18,13968.52,735.1852631578947,19,294,276,50,In Stock
SET290-KR-DPT-XXXL,Set,SET290,3XL,16,12241.0,765.0625,16,187,171,50,In Stock
SET291-KR-PP-L,Set,SET291,L,125,72093.57,563.231015625,128,130,5,50,Low Stock
SET291-KR-PP-M,Set,SET291,M,110,62659.67,559.4613392857143,112,170,60,50,In Stock
SET291-KR-PP-S,Set,SET291,S,63,35898.19,560.90921875,64,301,238,50,In Stock
SET291-KR-PP-XL,Set,SET291,XL,76,46286.44,585.9043037974684,79,146,70,50,In Stock
SET291-KR-PP-XS,Set,SET291,XS,13,9528.44,595.5275,16,397,384,50,In Stock
SET291-KR-PP-XXL,Set,SET291,XXL,53,31862.760000000002,558.9957894736842,57,369,316,50,In Stock
SET291-KR-PP-XXXL,Set,SET291,3XL,65,37010.62,552.3973134328359,67,181,116,50,In Stock
SET293-KR-NP-L,Set,SET293,L,36,33895.94,691.7538775510204,49,413,377,50,In Stock
SET293-KR-NP-M,Set,SET293,M,71,49474.86,659.6648,75,457,386,50,In Stock
SET293-KR-NP-S,Set,SET293,S,64,45971.9,696.5439393939395,66,377,313,50,In Stock
SET293-KR-NP-XL,Set,SET293,XL,46,35037.1,700.742,50,408,362,50,In Stock
SET293-KR-NP-XS,Set,SET293,XS,52,38216.1,707.7055555555555,54,294,242,50,In Stock
SET293-KR-NP-XXL,Set,SET293,XXL,46,32593.1,679.0229166666667,48,277,231,50,In Stock
SET293-KR-NP-XXXL,Set,SET293,3XL,23,16831.0,731.7826086956521,23,298,275,50,In Stock
SET295-KR-NP-L,Set,SET295,L,4,2992.0,748.0,4,173,169,50,In Stock
SET295-KR-NP-M,Set,SET295,M,3,3012.24,753.06,4,196,193,50,In Stock
SET295-KR-NP-S,Set,SET295,S,12,9092.0,757.6666666666666,12,445,433,50,In Stock
SET295-KR-NP-XL,Set,SET295,XL,7,5245.0,749.2857142857143,7,153,146,50,In Stock
SET295-KR-NP-XS,Set,SET295,XS,30,22838.0,761.2666666666667,30,497,467,50,In Stock
SET295-KR-NP-XXL,Set,SET295,XXL,11,8297.0,754.2727272727273,11,284,273,50,In Stock
SET295-KR-NP-XXXL,Set,SET295,3XL,22,16908.0,768.5454545454545,22,481,459,50,In Stock
SET297-KR-NP-L,Set,SET297,L,1,771.0,771.0,1,137,136,50,In Stock
